parent_smiles,ring_fragment,mol_id
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,[N+]c1ccc(O)cc1,TOX1100
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,Cc1cccc(C)c1,TOX25854
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,Cc1ccccc1,TOX25854
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,Oc1ccccc1,TOX1102
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,C[C@@H]1N2C(=O)[C@@H](N)[C@H]2SC1(C)C,TOX1102
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,TOX1103
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[N+]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,TOX1105
Nc1ccc(C(=O)O)cc1,Cc1ccc(N)cc1,TOX4466
Nc1nc2ccccc2s1,Nc1nc2ccccc2s1,TOX4467
COc1ccc(OC)c(C[C@H](C)N)c1,Cc1cc(O)ccc1O,TOX28813
CCCCCCc1ccc(O)cc1O,Cc1ccc(O)cc1O,TOX699
CCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCC,Cc1c(C)c(Cl)c(Cl)c(Cl)c1Cl,TOX24719
COc1ccc(/N=N/c2cc(C)c(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2OC)cc1,Nc1ccc(O)cc1,TOX24718
COc1ccc(/N=N/c2cc(C)c(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2OC)cc1,Cc1cc(N)c(O)cc1N,TOX24718
COc1ccc(/N=N/c2cc(C)c(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2OC)cc1,Nc1ccc(S)cc1,TOX24718
CC1(C)Cc2cccc(N)c2O1,CC1(C)Cc2cccc(N)c2O1,TOX24715
NC(=O)CC[C@H](Nc1ccc([N+](=O)[O-])cc1)C(=O)O,[N+]c1ccc(N)cc1,TOX24714
O=C1CCCN1C1CCCCC1,CN1CCCC1=O,TOX24716
O=C1CCCN1C1CCCCC1,NC1CCCCC1,TOX24716
Cc1ccc(Cl)c(N)c1Cl,Cc1ccc(Cl)c(N)c1Cl,TOX24710
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1/N=N/c1ccccc1C(F)(F)F,Nc1ccc2cc(S)cc(O)c2c1N,TOX24713
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1/N=N/c1ccccc1C(F)(F)F,Cc1ccccc1N,TOX24713
COCc1ccc(COC)cc1,Cc1ccc(C)cc1,TOX24712
Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,Cc1cc(N)cc(S)c1O,TOX4507
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,CC1=CCCC(C)(C)C1C,TOX27591
O=CN1CCCCC1,CN1CCCCC1,TOX23941
C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21,O[C@@H]1[C@@H](O)[C@H](O)OC[C@H]1O,TOX13334
C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21,C[C@@H]1CC(C)(O)OC2C[C@@]3(C)C4=CC[C@H]5C(C)(C)C(O)CC[C@@]56C[C@@]46CC[C@]3(C)C21,TOX13334
C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21,CC1(O)OC(O)C2(C)OC12,TOX13334
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,Cc1ccc(O)c(O)c1,TOX13332
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,Cc1ccc(O)c(O)c1,TOX13332
CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1,Cc1csc(C)n1,TOX28144
CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1,Cc1cc2cc(O)ccc2o1,TOX28144
CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1,Cc1ccccc1C,TOX28144
Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,Cc1ccc2oc(C)c(C)c2c1,TOX28145
Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,Cc1ccccc1,TOX28145
Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,Nc1c(F)cc(F)cc1F,TOX28145
Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,Cc1ccc(Cl)cc1,TOX28145
O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,CN1C(=O)c2ccccc2C1=O,TOX28146
O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,Cc1noc(C)n1,TOX28146
O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,Cc1ccc(C)s1,TOX28146
O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,CN1CCCCCC1,TOX28146
COc1cc(C=O)cc2c1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O,Cc1cc(O)c2c(c1)N1C[C@H]3[C@H](N3C)[C@@](O)(O1)[C@H]2C,TOX28140
Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,Cc1nc[nH]c1C,TOX28143
Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,Cc1c2n(c3ccccc13)C(=O)[C@@H](C)CC2,TOX28143
Cc1oc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1C(C)(C)O,Cc1c(Cl)cccc1Cl,TOX28148
Cc1oc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1C(C)(C)O,Cc1oc2c(N)cccc2c1C,TOX28148
COc1ccc(-n2nc(C(F)F)cc2-c2ccc(S(C)=O)cc2)cc1,Nc1ccc(O)cc1,TOX28149
COc1ccc(-n2nc(C(F)F)cc2-c2ccc(S(C)=O)cc2)cc1,Cc1cc(C)n(C)n1,TOX28149
COc1ccc(-n2nc(C(F)F)cc2-c2ccc(S(C)=O)cc2)cc1,Cc1ccc(S)cc1,TOX28149
OCCc1ccccc1,Cc1ccccc1,TOX6342
COC(=O)c1ccccc1C(=O)OC,Cc1ccccc1C,TOX2455
NC(Cc1ccc(F)cc1)C(=O)O,Cc1ccc(F)cc1,TOX5332
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,[N+]c1ccc(F)c([N+])c1,TOX5331
O=C(Cl)c1ccccc1F,Cc1ccccc1F,TOX5330
CCCCCCC1CCC(=O)O1,CC1CCC(=O)O1,TOX2109
O=CNc1ccccc1,Nc1ccccc1,TOX5338
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,TOX3276
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,CC1c2ccccc2Oc2ccccc21,TOX3277
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,Cc1ccccc1N,TOX3279
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,Cc1nc2ccccc2c(=O)n1C,TOX3279
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,CC1C(C)C1(C)C,TOX12688
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,Cc1cccc(O)c1,TOX12688
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,Oc1ccccc1,TOX12688
CCCC(=O)c1ccccc1,Cc1ccccc1,TOX27059
O=P1(N(CCCl)CCCl)NCCCO1,NP1(=O)NCCCO1,TOX4888
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,C[C@@H]1C[C@@H](C)C(=O)[C@@H](C)C1,TOX4882
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,CC1CC(=O)NC(=O)C1,TOX4882
C1CCC2OC2C1,C1CCC2OC2C1,TOX4880
O=C1C=CCCC1,O=C1C=CCCC1,TOX4881
C1CCCC1,C1CCCC1,TOX4886
c1cc2c3c(c1)ccc1cccc(c13)C2,c1cc2c3c(c1)ccc1cccc(c13)C2,TOX4887
Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,Cc1ccc(S)cc1,TOX4885
Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,NC1CCCCC1,TOX4885
N#Cc1ccccc1C#N,Cc1ccccc1C,TOX9604
CC1=CC[C@H](C(C)C)C=C1,CC1=CC[C@H](C)C=C1,TOX27053
CC(=O)CCc1ccc(OC(C)=O)cc1,Cc1ccc(O)cc1,TOX15481
O=c1c(O)c(O)c1=O,O=c1c(O)c(O)c1=O,TOX29369
O=C(O)c1ccccn1,Cc1ccccn1,TOX11903
CC1=Nc2ccccc2C1(C)C,CC1=Nc2ccccc2C1(C)C,TOX29363
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,CC1=C(C)C(C)C(C)=C(C)N1,TOX26665
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,Cc1ccccc1,TOX26665
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,Cc1ccccc1,TOX26665
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,Cc1cccc([N+])c1,TOX26665
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CN1Cc2c(N)cccc2C1=O,TOX26664
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,NC1CCC(=O)NC1=O,TOX26664
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,Cc1ccc(Cl)cc1,TOX26663
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,C=C1c2cc(Cl)ccc2-c2c(C)cc(Cl)cc21,TOX26663
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,Cc1cccc(O)c1,TOX26662
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,Cc1ccccc1O,TOX26662
COc1nc(N)nc2nc[nH]c12,Nc1nc(O)c2[nH]cnc2n1,TOX29365
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,Cc1ccc(C)cc1,TOX26660
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,Cc1c[nH]c2[nH]c(N)nc(=O)c12,TOX26660
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(N)cc(N)n1,TOX20979
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1cnc(N)s1,TOX20979
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1cccc(Cl)c1N,TOX20979
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CN1CCN(C)CC1,TOX20979
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,Cc1cc(O)nc(N)n1,TOX4266
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,CN1C(=O)c2ccccc2C1=O,TOX4261
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CN1CCC(O)CC1,TOX26483
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Cc1cn2c3c(c(N)c(F)cc3c1=O)CCC2C,TOX26483
Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,Cc1ccc2nc(C)[nH]c(=O)c2c1,TOX26482
Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,Cc1ccc(N)s1,TOX26482
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,Cc1ccc(O)c(C)c1,TOX26481
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,Cc1ccc2cc(C)ccc2c1,TOX26481
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,CC12CC3CC(CC(C3)C1)C2,TOX26481
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,Cc1oc(=O)oc1C,TOX26480
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,CN1CCN(C)CC1,TOX26480
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,Cc1c2n(c3cc(N)c(F)cc3c1=O)C(C)S2,TOX26480
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,Cn1cnc2c(N)ncnc21,TOX26487
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,C=C1c2ccccc2COc2ccc(C)cc21,TOX26486
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Cc1ncncc1F,TOX26485
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Cn1cncn1,TOX26485
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Cc1ccc(F)cc1F,TOX26485
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,Cc1ccccc1,TOX26484
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,Cc1ccccc1,TOX26484
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,C[N+]1(C)CCCCC1,TOX26484
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,C[C@H]1CN(C)C(=O)O1,TOX26489
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,Nc1ccc(N)c(F)c1,TOX26489
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CN1CCOCC1,TOX26489
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,Cc1nc(C)c(C)c(C)c1C,TOX26488
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,Cc1ccc(F)cc1,TOX26488
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,C[C@H]1CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](C)OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@](C)(O)C1,TOX10760
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,C[C@@H]1O[C@@H](O)C[C@@](C)(O)[C@H]1O,TOX10760
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,C[C@@H]1C[C@H](N)[C@@H](O)[C@H](O)O1,TOX10760
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CN1CCN(C)CC1,TOX3137
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Cc1ccccc1,TOX3137
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Cc1ccc(Cl)cc1,TOX3137
CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1,Cc1ccc(C)c(C)c1,TOX27533
CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1CCCCC1,TOX27288
CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1ccc(Cl)c(Cl)c1,TOX27288
CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(C)cc(C)c1,TOX27288
CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC12CC[N+](C)(CC1)CC2,TOX27288
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,Cc1cc(S)ccc1O,TOX27289
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,CN1CCN(S)CC1,TOX27289
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,Cc1nc2c(C)n(C)nc2c(=O)[nH]1,TOX27289
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,Cc1ccccn1,TOX27289
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,C[C@H]1CC[C@@H](N)CC1,TOX27286
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,CC1(C)CCCC1,TOX27286
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,Oc1ccc2c(c1)CCC2,TOX27286
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,Cc1nnc(C)n1C,TOX27287
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,Cc1ccc[n+]([O-])c1,TOX27287
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,Nc1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,TOX27287
O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,Cc1cc2ccoc2cn1,TOX27284
O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,N[C@H]1CN2CCC1CC2,TOX27284
C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,Cc1ccc(O)cc1F,TOX27282
C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,Cc1cccnc1O,TOX27282
C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,Oc1ccc2c(c1)OCO2,TOX27282
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,Cc1cc(F)ccc1O,TOX27280
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,Oc1ccc(Cl)c(Cl)c1,TOX27280
CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,Cc1ccc(C)cc1,TOX27281
CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,Cc1cccnc1O,TOX27281
CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,Oc1ccc2nonc2c1,TOX27281
CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(C)O,TOX31414
CC(C)C[C@@H]1[C@H](c2ccccc2)OC(=O)N1CCCN1CCCCCC1,C[C@@H]1OC(=O)N(C)[C@@H]1C,TOX31415
CC(C)C[C@@H]1[C@H](c2ccccc2)OC(=O)N1CCCN1CCCCCC1,Cc1ccccc1,TOX31415
CC(C)C[C@@H]1[C@H](c2ccccc2)OC(=O)N1CCCN1CCCCCC1,CN1CCCCCC1,TOX31415
CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,Oc1cccc2ccccc12,TOX31416
CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,Cc1ccccc1,TOX31416
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,CN1CCOCC1,TOX31417
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,CN1CCOCC1,TOX31417
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,Cc1c2n(c3cc(N)c(F)cc3c1=O)C(C)S2,TOX31410
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,CN1CCNCC1,TOX31410
CCC(CN)=C(c1ccccc1)c1ccccc1,Cc1ccccc1,TOX31411
CCC(CN)=C(c1ccccc1)c1ccccc1,Cc1ccccc1,TOX31411
Cc1ccc(-c2ccccc2C#N)cc1,Cc1ccc(C)cc1,TOX31412
Cc1ccc(-c2ccccc2C#N)cc1,Cc1ccccc1C,TOX31412
COCCc1ccccn1,Cc1ccccn1,TOX31413
CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,C[C@@H]1CCCN1C,TOX31418
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,Cc1ccc(S)cc1,TOX31419
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,Cc1cn2ccccc2n1,TOX31419
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,Cc1csc(C)n1,TOX20625
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,C=C1NC(=O)C(C)NC(=O)C(C)NC2C=Cc3c(C)cc(nc3C2O)C(=O)OC(C)C2NC(=O)c3csc(n3)C(C)NC(=O)C3CSC(=N3)C(=C)NC(=O)C(C)NC(=O)c3csc(n3)C3(CCC(C)=NC3c3csc2n3)NC(=O)C(C)NC1=O,TOX20625
Cc1ccc(C=O)cc1C,Cc1ccc(C)c(C)c1,TOX21626
CC(C)NC(=O)c1ccccc1N,Cc1ccccc1N,TOX21627
O=C(O)CONC(=O)c1ccccc1,Cc1ccccc1,TOX21625
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,CC1(C)Cc2cccc(O)c2O1,TOX21622
O=C(Nc1ccccc1)c1ccccc1I,Nc1ccccc1,TOX21623
O=C(Nc1ccccc1)c1ccccc1I,Cc1ccccc1I,TOX21623
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,Cn1c(=O)sc2cccc(Cl)c21,TOX21621
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,Cc1ccccc1,TOX21977
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,Nc1ccc(F)c(Cl)c1,TOX21977
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,Oc1ccc(Cl)cc1,TOX21973
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,Sc1ccccc1,TOX21973
CC12CCC(C1)C(C)(C)C2O,CC12CCC(C1)C(C)(C)C2O,TOX21970
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,Cc1c(F)cccc1F,TOX21978
