name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,D001,D255,fda_approved
,,CC(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)C(C)C,,,,,,,,,,,,0.0,4.05009,0.0
,,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1[C@@H]2CO[C@H](O)[C@@H]2C[C@@H]1C)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,,,,,,,,,,,,2.0,4.06564,0.0
,,CC[C@H](C)[C@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)O,,,,,,,,,,,,3.40282e+38,3.40282e+38,0.0
,,O=C(N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,,,,,,,,,,,,1.0,3.1241,0.0
,,N=C(N)c1ccc2[nH]c(-c3cc(CCN)cc(-c4ccccc4)c3O)nc2c1,,,,,,,,,,,,3.0,3.46346,0.0
,,Cc1nn(C)cc1-c1nc2c(-c3cnn(Cc4cccc(C(=O)N5CCN(C)CC5)c4)c3)c(Cl)cnc2[nH]1,,,,,,,,,,,,1.0,4.11796,0.0
,,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,,,,,,,,,,,,1.0,3.80679,0.0
,,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,,,,,,,,,,,,2.0,4.10741,0.0
,,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)[C@H](O)[C@@H]1O,,,,,,,,,,,,1.0,3.94671,0.0
,,NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CC(=O)NO)Cc1cc(-c2ccc(-c3cccc(Cl)c3)cc2)no1,,,,,,,,,,,,2.0,4.23391,0.0
,,O=C(C/C=C1\C=C(C(=O)c2ccc(F)cc2)C=N1)C[C@@H](O)C(=O)O,,,,,,,,,,,,1.0,3.68066,0.0
,,O/N=C(\c1cccnc1)c1ccc(O)cc1O,,,,,,,,,,,,1.0,2.86884,0.0
,,Cc1nn(C)c(C)c1/N=N/c1ccc(/C=C/C(=O)NO)cc1,,,,,,,,,,,,1.0,3.58297,0.0
,,N#Cc1cccc(Cn2cc(NC(=O)c3n[nH]c4ccccc34)cn2)c1,,,,,,,,,,,,2.0,3.67108,0.0
,,O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,,,,,,,,,,,,1.0,4.03133,0.0
,,O=C(O)c1ccnc(Cl)c1,,,,,,,,,,,,0.0,2.22451,0.0
,,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)NCc4ccccc4)cc32)cn1,,,,,,,,,,,,2.0,4.03491,0.0
,,COc1ccc2ccc(C(=N)N)cc2c1[C@@H]1CNN(S(C)(=O)=O)C1,,,,,,,,,,,,2.0,3.15746,0.0
,,COc1ccc(N/C(S)=N\CCCn2ccnc2)cc1OC,,,,,,,,,,,,1.0,3.62637,0.0
,,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)OCc1ccccc1)C(C)C,,,,,,,,,,,,4.0,4.58015,0.0
,,C=C1SC(=S)N(CCS(=O)(=O)O)C1=O,,,,,,,,,,,,0.0,2.67304,0.0
,,O=C(O)CNC(=O)c1c(O)n(C2CCCCC2)c(=O)n(C2CCCCC2)c1=O,,,,,,,,,,,,0.0,3.26475,0.0
,,O=S(=O)(CCNCCCO)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,,,,,,,,,,,,1.0,4.07669,0.0
,,C[C@@H](NC(=O)CCCCCCCC(=O)N1CCN(c2ncnc3[nH]ccc23)CC1)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)O,,,,,,,,,,,,0.0,4.96052,0.0
,,O=C(O)/C(O)=C/C(=O)C1(Cc2ccc(Cl)cc2)CCN(Cc2ccccc2)CC1,,,,,,,,,,,,2.0,3.58229,0.0
,,CC(C)CCn1c(CN2CCN(C(=O)c3ccco3)CC2)nc2c1c(=O)n(C)c(=O)n2C,,,,,,,,,,,,0.0,3.70663,0.0
,,CCN(C(=O)OC[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-])[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,,,,,,,,,,,,0.0,3.66679,0.0
,,Cc1cc(COc2ccc([C@]3(C)CCN([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1,,,,,,,,,,,,2.0,3.86265,0.0
,,COc1cc2nc(N(C)C3CCCC3)nc(NC3CCN(C)CC3)c2cc1OC,,,,,,,,,,,,1.0,3.40507,0.0
,,Cc1cc(C)n(-c2ncc(Cl)c(Nc3ccc4c(c3)CC(=O)N4)n2)n1,,,,,,,,,,,,1.0,3.4559,0.0
,,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2nc1-c1cccc(F)c1,,,,,,,,,,,,2.0,3.48309,0.0
,,O=c1ccn(-c2cccc(C(F)(F)F)c2)nc1-c1ccnn1-c1ccccc1,,,,,,,,,,,,2.0,3.49123,0.0
,,CO[C@H]1O[C@H](C)[C@@H](NC(=O)[C@H](O)CCO)[C@H](O)[C@@H]1OC,,,,,,,,,,,,0.0,3.145,0.0
,,C[C@H](N)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)O)C(=O)O,,,,,,,,,,,,0.0,3.75196,0.0
,,O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,,,,,,,,,,0.0,2.70411,0.0
,,N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1,,,,,,,,,,,,1.0,3.54839,0.0
,,CO/N=C(\C(=O)NCB(O)O)c1csc(N)n1,,,,,,,,,,,,0.0,2.99321,0.0
,,C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C=O)[C@@H](C)O,,,,,,,,,,,,0.0,4.48613,0.0
,,CC[C@H](C)c1cc(C(=O)N[C@@H]2CNCCC[C@H]2OC(=O)c2ccc(C(=O)c3cc(OC)ccc3O)cc2)ccc1O,,,,,,,,,,,,3.0,4.15415,0.0
,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,,,,,,,,,,,,0.0,4.11974,0.0
,,N[P@]1(=O)C=CNC(=O)N1,,,,,,,,,,,,0.0,1.9262,0.0
,,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,,,,,,,,,,,,2.0,3.92072,0.0
,,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,,,,,,,,,,3.0,3.84701,0.0
,,N=[C+]1NC(=O)c2ncc(C(=O)O)nc2N1,,,,,,,,,,,,0.0,2.66943,0.0
,,O=C(CP(=O)(O)O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,,,,,,,,,,,,0.0,3.25597,0.0
,,O=C([C@@H]1CCCN1C(=O)CCn1c(=O)c(-c2ccccc2)nc2ccccc21)N1CCCC1,,,,,,,,,,,,2.0,3.74205,0.0
,,O=C1COc2ccc(Cl)cc2N1,,,,,,,,,,,,1.0,2.39821,0.0
,,CNC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,,,,,,,,,,,,1.0,3.96306,0.0
,,O=[N+]([O-])c1ccc(C2=NO[C@@]3(C2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1,,,,,,,,,,,,1.0,3.37115,0.0
,,O=C(O)c1cccc(/C=C/c2ccc(B(O)O)cc2)c1,,,,,,,,,,,,2.0,3.41744,0.0
,,CCCC(CCC)C(N)=O,,,,,,,,,,,,0.0,2.40281,0.0
,,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O,,,,,,,,,,,,2.0,3.71064,0.0
,,CN1CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,,,,,,,,,,,,0.0,4.43406,0.0
,,CSCC[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,,,,,,,,,,,,1.0,4.66055,0.0
,,C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(=O)O,,,,,,,,,,,,0.0,4.26712,0.0
,,Cc1nc2ccccc2n1CCNC(=O)C[C@H](C(=O)N[C@H](CO)CC(=O)O)C(C)C,,,,,,,,,,,,1.0,3.81634,0.0
,,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,,,,,,,,,,1.0,4.16289,0.0
,,CN1Cc2cc(Br)ccc2NC1=O,,,,,,,,,,,,1.0,2.4973,0.0
,,C[C@@H](O)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(N)=O,,,,,,,,,,,,1.0,5.11975,0.0
,,CC(C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)[C@@H](C)O)C(=O)O,,,,,,,,,,,,0.0,4.31936,0.0
,,C[C@H]1CCC[C@H](C[C@H]2Cc3cc(O)cc(O)c3C(=O)O2)O1,,,,,,,,,,,,1.0,3.18628,0.0
,,Cc1cc(-c2ccc(C(N)=O)cc2)cn(C)c1=O,,,,,,,,,,,,1.0,3.09435,0.0
,,NC(=O)c1ccc2c(c1)nc(NCc1ccccc1Cl)n2CC1CCCCC1,,,,,,,,,,,,2.0,3.44888,0.0
,,CCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)C(C)C,,,,,,,,,,,,2.0,4.39628,0.0
,,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,,,,,,,,,,,,1.0,4.00187,0.0
,,CC[n+]1c(CC(C)=O)sc2ccc(O)cc21,,,,,,,,,,,,1.0,2.76558,0.0
,,Cc1cn([C@H]2C[C@H](N)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,,,,,,,,,,,,0.0,3.2615,0.0
,,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)CC)C(=O)O,,,,,,,,,,,,0.0,4.73804,0.0
,,CCOc1ccc2cc(-c3nn(C(C)(C)C)c(N)c3C(N)=O)cnc2c1,,,,,,,,,,,,1.0,3.44324,0.0
,,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC=N,,,,,,,,,,,,2.0,3.84474,0.0
,,O=C(c1ccc(Oc2nccnc2N2CCOCC2)cc1)c1nc2ccccc2[nH]1,,,,,,,,,,,,2.0,3.87606,0.0
,,O=C(N/N=C/c1cc(Br)c(O)c(Br)c1O)c1cccnc1,,,,,,,,,,,,1.0,3.36843,0.0
,,O=C(O)[C@@H]1CCCc2c1[nH]c1ccc(Cl)cc21,,,,,,,,,,,,1.0,2.74494,0.0
,,NC(=O)[C@H](CCCCNC(=O)[C@@H](Cc1ccc(C(=O)c2ccccc2)cc1)NC(=O)CCC1CCCCC1)NC(=O)/C=C/C(=O)O,,,,,,,,,,,,2.0,4.32102,0.0
,,C[C@@H](NC(=O)CCS)C(=O)O,,,,,,,,,,,,0.0,2.64548,0.0
,,O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12,,,,,,,,,,,,1.0,2.90738,0.0
,,N#C[C@@H]1N[C@@H](CO)[C@H]1c1ccc(-c2ccccc2F)cc1,,,,,,,,,,,,2.0,3.26874,0.0
,,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,,,,,,,,,,,,1.0,3.69777,0.0
,,C[C@@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,,,,,,,,,,,,2.0,3.72644,0.0
,,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)B(O)O,,,,,,,,,,,,1.0,3.8589,0.0
,,COc1nc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3OC(F)(F)F)c12,,,,,,,,,,,,1.0,3.69582,0.0
,,CCC/C(=N/OCc1ccc(-c2ccc(F)cc2)cc1)[C@@H]1C(=O)CC(C)(C)[C@H](C#N)C1=O,,,,,,,,,,,,2.0,3.88774,0.0
,,O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,,,,,,,,,,,,1.0,3.32165,0.0
,,CC(C)C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,,,,,,,,,,2.0,3.81629,0.0
,,CCC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,,,,,,,,,,3.40282e+38,3.40282e+38,0.0
,,O=C(C[N@@]1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,,,,,,,,,,,,1.0,4.02164,0.0
,,NC(=O)c1c(N)n(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2nc3ccccc3nc12,,,,,,,,,,,,3.0,4.02722,0.0
,,NC[C@H]1CN(c2c(Br)cnc3[nH]ncc23)CCO1,,,,,,,,,,,,0.0,2.82638,0.0
,,COc1cc(O)cc(Nc2ccc(C(=O)Nc3ccccc3)c(OCCCN)c2)c1,,,,,,,,,,,,3.0,3.68839,0.0
,,Cc1cnc(Nc2ccccc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,,,,,,,,,,,,2.0,3.85065,0.0
,,Cc1ncn(-c2nc3c(C(=O)N[C@@H](c4ccc(OC(F)(F)F)cc4)C(C)(C)O)cnn3cc2C)n1,,,,,,,,,,,,1.0,3.84418,0.0
,,O=C(c1ccc2ncccc2c1)c1c(Cl)cccc1Cl,,,,,,,,,,,,2.0,3.07456,0.0
,,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,,,,,,,,,,,,1.0,3.89536,0.0
,,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1C=C1,,,,,,,,,,,,1.0,4.11985,0.0
,,CSCC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O,,,,,,,,,,,,1.0,3.99926,0.0
,,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,,,,,,,,,,,,1.0,4.15877,0.0
,,Nc1nc(NC2C=C2)cc(-c2cccc(Cl)c2Cl)n1,,,,,,,,,,,,1.0,3.00952,0.0
,,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC1=O,,,,,,,,,,,,0.0,3.97085,0.0
,,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O,,,,,,,,,,,,0.0,3.72733,0.0
,,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCCOc3ccc(-n4ncc5cncnc54)cc3)s1)CC2,,,,,,,,,,,,3.0,4.55232,0.0
,,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)N)C(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,,,,,,,,,,,,0.0,4.60604,0.0
,,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]1CCCNC(=O)CCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC1=O,,,,,,,,,,,,3.40282e+38,3.40282e+38,0.0
,,Nc1ccc2nc(N)[nH]c(=O)c2c1,,,,,,,,,,,,1.0,2.44239,0.0
,,CSCC[C@H](NC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)O,,,,,,,,,,,,2.0,4.95183,0.0
,,CCOC(=O)C(=O)N1CCCCC1,,,,,,,,,,,,0.0,2.7252,0.0
,,c1cc2nc(-c3cn[nH]c3)cnc2[nH]1,,,,,,,,,,,,0.0,2.66036,0.0
,,Nc1snnc1-c1ccc(C(F)(F)F)cc1,,,,,,,,,,,,1.0,2.88333,0.0
,,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](OCCn2cc(CN(Cc3cn(CCO[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O4)nn3)Cc3cn(CCO[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O4)nn3)nn2)(C(=O)O)C[C@@H]1O,,,,,,,,,,,,0.0,4.74601,0.0
,,N#Cc1cc(F)cc(Oc2ccc(S(=O)(=O)C(F)F)c3c2CC(F)(F)[C@H]3O)c1,,,,,,,,,,,,2.0,3.36838,0.0
,,CCCC[C@@H](CN[C@@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC,,,,,,,,,,,,0.0,4.3367,0.0
,,CNC(=O)NC(=N)NCCC[C@H](NC(=O)[C@@H](C)NC(C)=O)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,,,,,,,,,,,,1.0,3.95847,0.0
,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1,,,,,,,,,,,,2.0,3.55567,0.0
,,CC(=S)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@H]3N=C(C)S[C@H]3O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O,,,,,,,,,,,,0.0,3.29203,0.0
,,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2ncc(CC(=O)O)s2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)c(F)c1,,,,,,,,,,,,2.0,3.62556,0.0
,,O=C(O)c1cccc(N2C(=O)C(O)=C(C(=O)c3ccc(Cl)s3)[C@@H]2c2cc(Cl)c3c(c2)OCO3)c1,,,,,,,,,,,,2.0,3.37179,0.0
,,CC(C)N1CCC(NS(=O)(=O)CCNC(=O)c2ccc(Cl)s2)CC1,,,,,,,,,,,,0.0,3.68633,0.0
,,C=CC(=CCOCCCO)C(CN)OB1OC2C(COP(=O)=O)OC(n3cnc4c(N)ncnc43)C2O1,,,,,,,,,,,,0.0,3.9067,0.0
,,O=C(/C=C/c1ccc(F)cc1)N(C(=O)NC1CCCCC1)C1CCCCC1,,,,,,,,,,,,1.0,3.53181,0.0
,,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CCNC[C@H]2O)OC[C@H]1O,,,,,,,,,,,,0.0,2.92505,0.0
,,NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)F)cc1,,,,,,,,,,,,1.0,3.18883,0.0
,,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O,,,,,,,,,,,,0.0,3.72949,0.0
,,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cc(O)c(OC)cc1O,,,,,,,,,,,,2.0,3.58499,0.0
,,O=C(c1c(F)ccc(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1F)c1c[nH]c2ncc(Cl)cc12,,,,,,,,,,,,2.0,3.7881,0.0
,,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,,,,,,,,,,,,1.0,3.87417,0.0
,,O=c1c2ccccc2oc2ccc(S(=O)(=O)Nc3nnn[nH]3)cc12,,,,,,,,,,,,2.0,3.38869,0.0
,,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3nc(-c4ccccc4)c[nH]3)cc2)S(=O)(=O)N1,,,,,,,,,,,,3.0,3.89322,0.0
,,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O,,,,,,,,,,,,1.0,4.5407,0.0
,,CSc1nc2ncnc(N)c2[nH]1,,,,,,,,,,,,0.0,2.38405,0.0
,,CC[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CSCc3cc(cc(c3)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC1=O)CSC[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N2,,,,,,,,,,,,3.40282e+38,3.40282e+38,0.0
,,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1)C(C)C)C(=O)N[C@H](C=O)CCCN=C(N)N,,,,,,,,,,,,1.0,5.03797,0.0
,,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,,,,,,,,,,,,2.0,3.51959,0.0
,,O=S(=O)(Nc1nc2cc(Cl)ccc2o1)c1cc(Cl)ccc1Cl,,,,,,,,,,,,2.0,3.24761,0.0
,,CC[C@@H](C)NC(=O)c1cc(N)cc(-c2cnc(NC(C)C)c(=O)n2CC(=O)NCc2ccc(C(=N)N)cc2C(=O)Nc2ccncc2)c1,,,,,,,,,,,,2.0,4.12783,0.0
,,C[C@@H](NC(=O)c1cc(COC(=O)[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,,,,,,,,,,,,3.0,3.94666,0.0
,,NC(=O)C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC1,,,,,,,,,,,,0.0,2.9521,0.0
